sample_id	contig	status	taxid	organism	is_PA	broad_group	PA_pct	on_plasmid	plasmid_score	n_hallmarks	conjugation_genes	length	mapped_reads	library_size_M	rpkm
CO25	NODE_4276_length_1141_cov_2.738490	C	28132	Neisseria elongata	False	Neisseria spp.	0.0	False				1141	41	1.535017	23.40911648640544
CO25	NODE_4537_length_1092_cov_1.231437	C	543	Other/Unknown	False	Other/Unclassified	0.0	False				1092	14	1.535017	8.352033117882616
CO26	NODE_1127_length_3095_cov_27.321382	C	490	Other/Unknown	False	Other/Unclassified	0.0	False				3095	889	1.629804	176.24050487429096
CO26	NODE_263_length_5731_cov_4.427590	C	1302	Other/Unknown	False	Other/Unclassified	0.0	False				5731	273	1.629804	29.227849286105673
CO26	NODE_367_length_5032_cov_3.904360	C	1307	Other/Unknown	False	Other/Unclassified	0.0	True	0.9985	0.0		5032	214	1.629804	26.09382596900403
CO26	NODE_4625_length_1428_cov_4.859432	C	1236517	Other/Unknown	False	Other/Unclassified	0.0	False				1428	68	1.629804	29.217652931915502
CO27	NODE_18_length_30019_cov_161.855894	C	1334187	Other/Unknown	False	Other/Unclassified	0.0	False				30019	50574	4.100585	410.8518668511428
CO27	NODE_1_length_300260_cov_145.703179	C	1295140	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				300260	472308	4.100585	383.6030069275465
CO27	NODE_5_length_111249_cov_132.300322	C	1295140	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				111249	158386	4.100585	347.19611455203994
CO27	NODE_6_length_85182_cov_99.020405	C	262728	Other/Unknown	False	Other/Unclassified	0.0	True	0.9999	15.0	G_tfc2;G_tfc3;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc18;G_tfc19;G_tfc22;G_tfc23;MOBH	85182	88480	4.100585	253.30949117181507
CO27	NODE_778_length_1321_cov_72.258294	C	573	Other/Unknown	False	Other/Unclassified	0.0	False				1321	950	4.100585	175.3779417952493
CO28	NODE_11_length_51611_cov_31.232446	C	262728	Other/Unknown	False	Other/Unclassified	0.0	False				51611	17501	1.309503	258.948913523092
CO28	NODE_13_length_42724_cov_37.340552	C	262728	Other/Unknown	False	Other/Unclassified	0.0	False				42724	17132	1.309503	306.2172568069017
CO28	NODE_1_length_188982_cov_35.903275	C	862964	Other/Unknown	False	Other/Unclassified	0.0	False				188982	72869	1.309503	294.4529238348186
CO28	NODE_48_length_15000_cov_35.487320	C	262727	Prevotella histicola	False	Oral anaerobes	0.0	False				15000	5743	1.309503	292.3755552042772
CO29	NODE_2049_length_1251_cov_2.690635	C	1783272	Terrabacteria (unclassified)	False	Other/Unclassified	0.0	False				1251	35	0.98773	28.32516771352036
CO29	NODE_2133_length_1217_cov_13.376936	C	1314	Other/Unknown	False	Other/Unclassified	0.0	False				1217	161	0.98773	133.93591628942005
CO29	NODE_2937_length_966_cov_2.495060	C	1280	Staphylococcus aureus	False	Staphylococcus aureus	0.0	False				966	24	0.98773	25.15335212749882
CO29	NODE_390_length_3433_cov_3.853760	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				3433	157	0.98773	46.30070504855721
CO29	NODE_461_length_3188_cov_2.990425	C	2650157	Rothia sp.	False	Rothia / Actinomyces	0.0	False				3188	127	0.98773	40.33175901434821
CO29	NODE_4911_length_669_cov_2.773616	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				669	18	0.98773	27.24006519637204
CO29	NODE_5241_length_643_cov_1.950680	C	490	Other/Unknown	False	Other/Unclassified	0.0	False				643	17	0.98773	26.76700030053043
CO29	NODE_7_length_10695_cov_9.024812	C	1351	Enterococcus sp.	False	Enterobacteria / other	0.0	False				10695	1079	0.98773	102.1415422682788
CO29	NODE_845_length_2264_cov_3.155274	C	838	Prevotella sp.	False	Oral anaerobes	0.0	False				2264	86	0.98773	38.45774222143868
CO3	NODE_10047_length_1282_cov_655.713121	C	1350	Streptococcus oralis	False	Streptococcus / oral Firmicutes	27.4829	False				1282	8366	24.65166	264.7181175483187
CO3	NODE_10823_length_1196_cov_24.097283	C	729	Other/Unknown	False	Other/Unclassified	27.4829	False				1196	316	24.65166	10.717900815715554
CO3	NODE_10915_length_1189_cov_2.425926	C	976	Other/Unknown	False	Other/Unclassified	27.4829	False				1189	30	24.65166	1.023512688217612
CO3	NODE_10_length_269253_cov_166.063492	C	1352354	Haemophilus sp.	False	Haemophilus spp.	27.4829	False				269253	489968	24.65166	73.81778286242576
CO3	NODE_1113_length_8748_cov_65.334867	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	27.4829	False				8748	6085	24.65166	28.216662199280435
CO3	NODE_12_length_247079_cov_156.359014	C	1352355	Haemophilus parainfluenzae	False	Haemophilus spp.	27.4829	False				247079	423642	24.65166	69.55318233296259
CO3	NODE_13157_length_1018_cov_1.800623	C	1304	Other/Unknown	False	Other/Unclassified	27.4829	False				1018	19	24.65166	0.7571111702529166
CO3	NODE_14304_length_952_cov_10.021182	C	171549	Bacteroidales (unclassified)	False	Other/Unclassified	27.4829	False				952	91	24.65166	3.877557750436184
CO3	NODE_146_length_50398_cov_154.189182	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	27.4829	True	0.9978	0.0		50398	85779	24.65166	69.04329471766964
CO3	NODE_1623_length_6515_cov_8.681115	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	27.4829	False				6515	642	24.65166	3.9973708283379663
CO3	NODE_16_length_208032_cov_169.754752	C	381754	Bradyrhizobiaceae (unclassified)	False	Other/Unclassified	27.4829	False				208032	389448	24.65166	75.94044964520785
CO3	NODE_1933_length_5610_cov_23.067867	C	1316408	Haemophilus sp.	False	Haemophilus spp.	27.4829	False				5610	1419	24.65166	10.260614355000362
CO3	NODE_1971_length_5505_cov_52.298716	C	1301	Streptococcus sp.	False	Streptococcus / oral Firmicutes	27.4829	False				5505	3094	24.65166	22.79905345433577
CO3	NODE_19_length_193794_cov_150.529455	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	27.4829	False				193794	160700	24.65166	33.63793915479358
CO3	NODE_1_length_768518_cov_180.996742	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	27.4829	False				768518	1530512	24.65166	80.78607826132088
CO3	NODE_20_length_192551_cov_150.718436	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	27.4829	False				192551	159090	24.65166	33.515903719533
CO3	NODE_21_length_181277_cov_158.609887	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	27.4829	False				181277	316370	24.65166	70.79562496525605
CO3	NODE_23_length_171234_cov_189.210756	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	27.4829	True	0.9971	0.0		171234	357083	24.65166	84.59272276581686
CO3	NODE_2409_length_4622_cov_40.880447	C	1122984	Other/Unknown	False	Other/Unclassified	27.4829	True	0.9837	0.0		4622	2035	24.65166	17.86028164648534
CO3	NODE_2413_length_4610_cov_25.859276	C	2650157	Rothia sp.	False	Rothia / Actinomyces	27.4829	True	0.9999	1.0		4610	1279	24.65166	11.25442858905175
CO3	NODE_26_length_157664_cov_168.987507	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	27.4829	False				157664	292901	24.65166	75.3602177375398
CO3	NODE_29_length_141552_cov_156.454540	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	27.4829	True	0.9457	0.0	I_traV	141552	242555	24.65166	69.51012226078299
CO3	NODE_2_length_609950_cov_157.334541	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	27.4829	False				609950	1055097	24.65166	70.17008188242761
CO3	NODE_305_length_26564_cov_39.307367	C	28132	Neisseria elongata	False	Neisseria spp.	27.4829	False				26564	10744	24.65166	16.406893493835916
CO3	NODE_3274_length_3517_cov_5.476025	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	27.4829	False				3517	203	24.65166	2.341410169813481
CO3	NODE_35_length_136285_cov_179.078676	C	1415629	Rothia dentocariosa	False	Rothia / Actinomyces	27.4829	False				136285	267658	24.65166	79.66838267195145
CO3	NODE_3_length_499701_cov_172.564268	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	27.4829	False				499701	948848	24.65166	77.02651672292008
CO3	NODE_43_length_125699_cov_156.212282	C	1352354	Haemophilus sp.	False	Haemophilus spp.	27.4829	False				125699	216255	24.65166	69.78919126068469
CO3	NODE_4555_length_2567_cov_4.831608	U	0	Unclassified	False	Other/Unclassified	27.4829	False				2567	180	24.65166	2.844464167411158
CO3	NODE_4592_length_2552_cov_4.945535	C	2420310	Other/Unknown	False	Other/Unclassified	27.4829	False				2552	176	24.65166	2.797601347794806
CO3	NODE_5_length_409823_cov_179.025019	C	1448140	Prevotella sp.	False	Oral anaerobes	27.4829	False				409823	806051	24.65166	79.7847748366358
CO3	NODE_6338_length_1910_cov_27.455526	C	488	Neisseria meningitidis	False	Neisseria spp.	27.4829	False				1910	1260	24.65166	26.76030189749273
CO3	NODE_6473_length_1871_cov_8.562225	C	1351	Enterococcus sp.	False	Enterobacteria / other	27.4829	False				1871	173	24.65166	3.75081933775696
CO3	NODE_6519_length_1860_cov_162.060942	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	27.4829	False				1860	3140	24.65166	68.48106955112769
CO3	NODE_6_length_383810_cov_161.396792	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	27.4829	False				383810	682400	24.65166	72.12346165071273
CO3	NODE_733_length_12184_cov_14.711930	C	712633	Streptococcus sp.	False	Streptococcus / oral Firmicutes	27.4829	False				12184	2239	24.65166	7.454491674066996
CO3	NODE_77_length_82880_cov_169.053824	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	27.4829	False				82880	155479	24.65166	76.09845281527433
CO3	NODE_82_length_77009_cov_185.339787	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	27.4829	True	0.8256	0.0		77009	157038	24.65166	82.72125266653912
CO3	NODE_8405_length_1488_cov_2.612003	C	28037	Streptococcus parasanguinis	False	Streptococcus / oral Firmicutes	27.4829	False				1488	62	24.65166	1.6902174809593622
CO3	NODE_9_length_281920_cov_188.859337	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	27.4829	False				281920	583937	24.65166	84.02217864747165
CO30	NODE_55_length_3445_cov_24.670206	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				3445	905	1.307472	200.92175173644796
CO31	NODE_105_length_32188_cov_8.397909	C	381754	Bradyrhizobiaceae (unclassified)	False	Other/Unclassified	1.7204	False				32188	2925	25.176111	3.6094683089878887
CO31	NODE_124_length_26253_cov_6.844835	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				26253	1936	25.176111	2.9291240840187696
CO31	NODE_130_length_24659_cov_6.840148	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	True	0.9943	0.0		24659	1814	25.176111	2.921952673391276
CO31	NODE_133_length_23609_cov_6.113441	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				23609	1561	25.176111	2.626253633049038
CO31	NODE_139_length_22392_cov_7.378565	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				22392	1782	25.176111	3.161012182109137
CO31	NODE_144_length_21834_cov_6.281326	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				21834	1479	25.176111	2.6905819436326395
CO31	NODE_146_length_21368_cov_6.516352	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				21368	1505	25.176111	2.797589441583737
CO31	NODE_154_length_19999_cov_6.965754	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	True	0.8359	0.0		19999	1501	25.176111	2.981149578170925
CO31	NODE_16_length_171832_cov_319.830653	C	1167634	Achromobacter sp.	False	Achromobacter spp.	1.7204	False				171832	594508	25.176111	137.42476829432562
CO31	NODE_173_length_17277_cov_5.843688	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				17277	1097	25.176111	2.522026523576046
CO31	NODE_174_length_17196_cov_5.933084	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				17196	1096	25.176111	2.5315964209317925
CO31	NODE_17_length_165443_cov_71.812755	C	374930	Other/Unknown	False	Other/Unclassified	1.7204	False				165443	127102	25.176111	30.515138336015855
CO31	NODE_185_length_15692_cov_6.283878	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				15692	1062	25.176111	2.6881752151424254
CO31	NODE_18_length_160490_cov_8.583514	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	1.7204	True	0.9966	0.0		160490	14820	25.176111	3.6678501300838535
CO31	NODE_199_length_13248_cov_5.177291	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				13248	743	25.176111	2.227664836640879
CO31	NODE_1_length_1033152_cov_340.259464	C	1167634	Achromobacter sp.	False	Achromobacter spp.	1.7204	False				1033152	3804481	25.176111	146.2657202540354
CO31	NODE_211_length_11635_cov_5.117876	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				11635	637	25.176111	2.174625117912584
CO31	NODE_221_length_10033_cov_6.147224	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				10033	660	25.176111	2.6129101661475573
CO31	NODE_22_length_134171_cov_7.311290	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	1.7204	False				134171	10561	25.176111	3.126495020122197
CO31	NODE_284_length_6068_cov_292.981207	C	91347	Other/Unknown	False	Other/Unclassified	1.7204	True	0.9852	0.0		6068	18581	25.176111	121.62836437975292
CO31	NODE_301_length_5273_cov_4.340169	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				5273	246	25.176111	1.8530566273732323
CO31	NODE_30_length_105070_cov_7.828701	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	1.7204	False				105070	8852	25.176111	3.3463705404690685
CO31	NODE_34_length_98496_cov_6.224276	C	1352354	Haemophilus sp.	False	Haemophilus spp.	1.7204	False				98496	6600	25.176111	2.661562672287041
CO31	NODE_35_length_97304_cov_7.104217	C	941193	Prevotella sp.	False	Oral anaerobes	1.7204	False				97304	7475	25.176111	3.0513488270245257
CO31	NODE_37_length_90834_cov_8.945835	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	1.7204	False				90834	8801	25.176111	3.848530537239279
CO31	NODE_393_length_3027_cov_2.382234	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	True	0.9999	0.0		3027	78	25.176111	1.0235134097980592
CO31	NODE_3_length_411774_cov_346.136498	C	1167634	Achromobacter sp.	False	Achromobacter spp.	1.7204	False				411774	1541869	25.176111	148.730456515429
CO31	NODE_45_length_76536_cov_7.042494	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	1.7204	False				76536	5823	25.176111	3.021985557586467
CO31	NODE_4_length_391400_cov_349.848607	C	1167634	Achromobacter sp.	False	Achromobacter spp.	1.7204	False				391400	1475921	25.176111	149.77993786803628
CO31	NODE_50_length_65819_cov_6.909951	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				65819	4922	25.176111	2.970309368263595
CO31	NODE_52_length_64316_cov_7.139369	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	1.7204	False				64316	4940	25.176111	3.0508389171028343
CO31	NODE_56_length_60713_cov_7.719757	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				60713	5050	25.176111	3.303855468766365
CO31	NODE_75_length_47072_cov_7.187379	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	1.7204	False				47072	3621	25.176111	3.055464407544809
CO31	NODE_78_length_43524_cov_6.392602	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				43524	2990	25.176111	2.7286871267787376
CO31	NODE_866_length_1262_cov_252.823529	C	727	Haemophilus influenzae	False	Haemophilus spp.	1.7204	False				1262	3189	25.176111	100.37059984824528
CO31	NODE_8_length_239462_cov_63.895095	C	262727	Prevotella histicola	False	Oral anaerobes	1.7204	False				239462	164139	25.176111	27.226168818656504
CO31	NODE_98_length_35111_cov_6.252254	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	1.7204	False				35111	2366	25.176111	2.676596444824926
CO32	NODE_10_length_243893_cov_158.843823	C	1400868	Other/Unknown	False	Other/Unclassified	76.359	False				243893	417656	15.892149	107.7548336629771
CO32	NODE_11_length_233004_cov_212.777162	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	76.359	True	0.9975	0.0		233004	534521	15.892149	144.3506578226967
CO32	NODE_12_length_220071_cov_210.868741	C	1093787	Other/Unknown	False	Other/Unclassified	76.359	False				220071	500851	15.892149	143.20662184458558
CO32	NODE_13_length_214110_cov_181.882507	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	76.359	False				214110	418163	15.892149	122.8926822271326
CO32	NODE_1497_length_1564_cov_3.954937	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	76.359	False				1564	68	15.892149	2.735832697614729
CO32	NODE_14_length_213600_cov_200.841954	C	1415629	Rothia dentocariosa	False	Rothia / Actinomyces	76.359	False				213600	462652	15.892149	136.2920636329005
CO32	NODE_1574_length_1520_cov_2.657338	C	2650157	Rothia sp.	False	Rothia / Actinomyces	76.359	False				1520	40	15.892149	1.6558987380299677
CO32	NODE_189_length_14959_cov_25.230811	C	1842539	Other/Unknown	False	Other/Unclassified	76.359	False				14959	4081	15.892149	17.16648602822457
CO32	NODE_18_length_183458_cov_187.376428	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	76.359	False				183458	372763	15.892149	127.85376319812742
CO32	NODE_1_length_639186_cov_179.829641	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	76.359	False				639186	1244914	15.892149	122.55455817105174
CO32	NODE_2_length_561868_cov_179.080256	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	76.359	False				561868	999742	15.892149	111.96209361257648
CO32	NODE_32_length_140343_cov_168.594541	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	76.359	True	0.958	0.0		140343	256575	15.892149	115.03790221800504
CO32	NODE_388_length_4642_cov_5.152605	C	838	Prevotella sp.	False	Oral anaerobes	76.359	False				4642	262	15.892149	3.551513967218086
CO32	NODE_39_length_118647_cov_26.835208	C	2202825	Other/Unknown	False	Other/Unclassified	76.359	False				118647	34590	15.892149	18.344723585437052
CO32	NODE_3_length_512652_cov_197.513936	C	1280938	Prevotella sp.	False	Oral anaerobes	76.359	False				512652	1097374	15.892149	134.69435099518213
CO32	NODE_438_length_3946_cov_3.940632	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	76.359	False				3946	176	15.892149	2.8065511302444053
CO32	NODE_49_length_97739_cov_194.013257	C	1448140	Prevotella sp.	False	Oral anaerobes	76.359	False				97739	201822	15.892149	129.9325572601929
CO32	NODE_4_length_410756_cov_211.346386	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	76.359	False				410756	938440	15.892149	143.76062977835997
CO32	NODE_581_length_3087_cov_10.207784	C	488	Neisseria meningitidis	False	Neisseria spp.	76.359	False				3087	246	15.892149	5.014363914189873
CO32	NODE_5_length_396149_cov_200.152585	C	1352354	Haemophilus sp.	False	Haemophilus spp.	76.359	False				396149	853848	15.892149	135.62488198995237
CO32	NODE_61_length_87353_cov_22.433011	C	2493668	Other/Unknown	False	Other/Unclassified	76.359	False				87353	21386	15.892149	15.405262734391926
CO32	NODE_76_length_77598_cov_170.745702	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	76.359	False				77598	143178	15.892149	116.10291813601998
CO32	NODE_7_length_267724_cov_170.248071	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	76.359	False				267724	493008	15.892149	115.87347548770292
CO32	NODE_8_length_255311_cov_171.192904	C	1415629	Rothia dentocariosa	False	Rothia / Actinomyces	76.359	True	0.9974	1.0	T_virB9	255311	468292	15.892149	115.41561863578976
CO32	NODE_9_length_243997_cov_227.849800	C	381754	Bradyrhizobiaceae (unclassified)	False	Other/Unclassified	76.359	False				243997	603141	15.892149	155.54345335662748
CO33	NODE_12_length_103283_cov_25.574243	C	395019	Haemophilus haemolyticus	False	Haemophilus spp.	0.0	True	0.9985	0.0		103283	28414	2.447845	112.3879158460282
CO33	NODE_1_length_280449_cov_22.494615	C	395019	Haemophilus haemolyticus	False	Haemophilus spp.	0.0	True	0.9998	9.0	T_virB11;T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	280449	67548	2.447845	98.39537484541654
CO33	NODE_20_length_75651_cov_25.202802	C	395019	Haemophilus haemolyticus	False	Haemophilus spp.	0.0	True	0.7013	0.0		75651	20384	2.447845	110.07553960662976
CO33	NODE_249_length_4246_cov_3.204486	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				4246	148	2.447845	14.239600699582727
CO33	NODE_3785_length_763_cov_2.320621	C	1783272	Terrabacteria (unclassified)	False	Other/Unclassified	0.0	False				763	19	2.447845	10.172908742500594
CO33	NODE_39_length_47897_cov_25.449375	C	395019	Haemophilus haemolyticus	False	Haemophilus spp.	0.0	False				47897	13164	2.447845	112.27825304258148
CO33	NODE_4587_length_686_cov_1.353407	C	1280	Staphylococcus aureus	False	Staphylococcus aureus	0.0	False				686	9	2.447845	5.359625927171366
CO33	NODE_463_length_2528_cov_45.018601	C	1280	Staphylococcus aureus	False	Staphylococcus aureus	0.0	True	1.0	1.0		2528	1167	2.447845	188.5861836984952
CO33	NODE_66_length_28687_cov_22.004331	C	395019	Haemophilus haemolyticus	False	Haemophilus spp.	0.0	True	0.9992	0.0		28687	6793	2.447845	96.73698927259622
CO33	NODE_987_length_1618_cov_2.353807	C	1783272	Terrabacteria (unclassified)	False	Other/Unclassified	0.0	False				1618	39	2.447845	9.846960036776728
CO34	NODE_180_length_3510_cov_93.764110	C	32009	Burkholderiales (unclassified)	False	Burkholderiales (unclassified)	0.0	False				3510	2855	6.850148	118.74054595467332
CO34	NODE_184_length_3448_cov_91.455055	C	32009	Burkholderiales (unclassified)	False	Burkholderiales (unclassified)	0.0	False				3448	2713	6.850148	114.86364187105606
CO34	NODE_2572_length_602_cov_1.027422	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				602	6	6.850148	1.4549725653574015
CO34	NODE_35_length_84831_cov_70.902154	C	32009	Burkholderiales (unclassified)	False	Burkholderiales (unclassified)	0.0	True	0.995	0.0		84831	65605	6.850148	112.89699921110588
CO34	NODE_4_length_252682_cov_78.533886	C	32009	Burkholderiales (unclassified)	False	Burkholderiales (unclassified)	0.0	False				252682	210372	6.850148	121.53844495496256
CO34	NODE_7_length_193085_cov_66.580412	C	32009	Burkholderiales (unclassified)	False	Burkholderiales (unclassified)	0.0	True	0.9988	0.0		193085	140063	6.850148	105.89487280889723
CO34	NODE_804_length_1286_cov_2.639318	C	1783272	Terrabacteria (unclassified)	False	Other/Unclassified	0.0	False				1286	37	6.850148	4.200111316844319
CO35	NODE_10_length_266607_cov_125.299210	C	1352355	Haemophilus parainfluenzae	False	Haemophilus spp.	59.8523	True	0.9967	0.0		266607	358281	12.311622	109.15332174999972
CO35	NODE_11_length_238170_cov_163.624539	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	59.8523	True	0.9972	0.0		238170	418947	12.311622	142.87516836768015
CO35	NODE_12046_length_604_cov_2.506375	C	171549	Bacteroidales (unclassified)	False	Other/Unclassified	59.8523	False				604	14	12.311622	1.8826770304530036
CO35	NODE_12_length_212939_cov_157.015642	C	1093787	Other/Unknown	False	Other/Unclassified	59.8523	False				212939	359709	12.311622	137.20843818320893
CO35	NODE_1386_length_2084_cov_74.323805	C	1783272	Terrabacteria (unclassified)	False	Other/Unclassified	59.8523	False				2084	1589	12.311622	61.93140170137965
CO35	NODE_13_length_211737_cov_161.216022	C	388272	Neisseria sp.	False	Neisseria spp.	59.8523	False				211737	367863	12.311622	141.11529233838408
CO35	NODE_161_length_11002_cov_110.390609	C	1352	Klebsiella pneumoniae	False	Enterobacteria / other	59.8523	True	1.0	0.0		11002	12878	12.311622	95.0739432966536
CO35	NODE_17_length_159764_cov_129.813899	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	59.8523	False				159764	111390	12.311622	56.630709864453934
CO35	NODE_18_length_159418_cov_129.873057	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	59.8523	False				159418	111496	12.311622	56.80762825903438
CO35	NODE_1_length_771129_cov_146.584749	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	59.8523	False				771129	1218759	12.311622	128.37354276971584
CO35	NODE_23_length_103329_cov_131.641333	C	1280938	Prevotella sp.	False	Oral anaerobes	59.8523	False				103329	146656	12.311622	115.2822213354444
CO35	NODE_29_length_76809_cov_111.239896	C	1093787	Other/Unknown	False	Other/Unclassified	59.8523	False				76809	92164	12.311622	97.46168853365496
CO35	NODE_2_length_549118_cov_124.691106	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	59.8523	False				549118	739063	12.311622	109.32022264161328
CO35	NODE_3045_length_1328_cov_82.505892	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	59.8523	False				1328	1103	12.311622	67.46245857423389
CO35	NODE_344_length_5373_cov_9.752727	C	1301	Streptococcus sp.	False	Streptococcus / oral Firmicutes	59.8523	False				5373	551	12.311622	8.329510601192224
CO35	NODE_3977_length_1136_cov_2.140611	C	1316408	Haemophilus sp.	False	Haemophilus spp.	59.8523	False				1136	35	12.311622	2.502502038718341
CO35	NODE_3_length_511548_cov_119.756323	C	1352355	Haemophilus parainfluenzae	False	Haemophilus spp.	59.8523	False				511548	656717	12.311622	104.274134711899
CO35	NODE_4707_length_1029_cov_2.027721	C	760570	Other/Unknown	False	Other/Unclassified	59.8523	False				1029	31	12.311622	2.446983528960297
CO35	NODE_4_length_497469_cov_146.910499	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	59.8523	False				497469	787794	12.311622	128.62677269356493
CO35	NODE_5_length_472118_cov_130.118111	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	59.8523	False				472118	662371	12.311622	113.95554910792043
CO35	NODE_6092_length_886_cov_4.018051	C	2	Bacteria (unclassified)	False	Other/Unclassified	59.8523	False				886	36	12.311622	3.300300657059828
CO35	NODE_6_length_416258_cov_141.001857	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	59.8523	False				416258	502455	12.311622	98.0436127784594
CO35	NODE_7_length_408527_cov_150.005494	C	1448140	Prevotella sp.	False	Oral anaerobes	59.8523	False				408527	659402	12.311622	131.10348075224297
CO35	NODE_8_length_351099_cov_131.909726	C	1352354	Haemophilus sp.	False	Haemophilus spp.	59.8523	False				351099	498757	12.311622	115.3836142262886
CO35	NODE_9_length_340134_cov_124.955807	C	381754	Bradyrhizobiaceae (unclassified)	False	Other/Unclassified	59.8523	False				340134	456990	12.311622	109.12930197943368
CO36	NODE_10_length_350249_cov_40.161245	C	1352354	Haemophilus sp.	False	Haemophilus spp.	38.8336	False				350249	152178	7.802084	55.68834949008305
CO36	NODE_12_length_301638_cov_39.800181	C	1280938	Prevotella sp.	False	Oral anaerobes	38.8336	False				301638	129895	7.802084	55.19449446644179
